,baindi,bacode,baname,baid,usfirm
47124,A,72801,LACSON             J                    ,,0
47125,A,72803,ROMAINE            J                    ,,1
47126,A,72806,PERERA             C                    ,,0
47127,A,72808,THOMAS             B                    ,,0
47128,A,72810,DERMAN             D                    ,,1
47129,A,72811,TAN                B                    ,,0
47130,A,72812,BEST               P                    ,,1
47131,A,72812,BEST               P                    ,,0
47132,A,72813,HART/KIM                                ,,0
47133,A,72814,THAM/CHIEW                              ,,0
47134,A,72815,ASHTON             R                    ,,0
47135,A,72816,BROSCHINSKI        K                    ,,0
47136,A,72817,HOTZE              A                    ,,1
47137,A,72817,HOTZE              A                    ,,0
47138,A,72818,SCHMITZ            S                    ,,0
47139,A,72819,TODD               C                    ,,0
47140,A,72820,HOWARD             A                    ,,0
47141,A,72821,PRYCE              K                    ,,0
47142,A,72822,MEADE              A                    ,,1
47143,A,72823,TOOMAJANIAN        G                    ,,1
47144,A,72824,HOFKIN             D                    ,,1
47145,A,72825,WONGPANIT          W                    ,,0
47146,A,72826,PAVAN              M                    ,,1
47147,A,72826,PAVAN              M                    ,,0
47148,A,72827,BENEDETTI          V                    ,,1
47149,A,72828,HO                 J                    ,,0
47150,A,72829,CHENG              M                    ,,1
47151,A,72829,CHENG              M                    ,,0
47152,A,72830,GLASS              C                    ,,1
47153,A,72831,SINGCAK            F                    ,,0
47154,A,72832,BRUCE              R                    ,,0
47155,A,72833,PICHLER            V                    ,,0
47156,A,72834,RIKAWA             T                    ,,0
47157,A,72835,EISENSTEIN         E                    ,,1
47158,A,72836,DARIO              I                    ,,0
47159,A,72837,TUNG               V                    ,,0
47160,A,72838,SMITH              G                    ,,1
47161,A,72838,SMITH              G                    ,,0
47162,A,72839,JONES              C                    ,,1
47163,A,72840,PAK                J                    ,,1
47164,A,72840,PAK                J                    ,,0
47165,A,72841,MCNEAL             D                    ,,1
47166,A,72842,DAVIDSON           M                    ,,0
47167,A,72847,ALPHA-AMAR         A                    ,,1
47168,A,72847,ALPHA-AMAR         A                    ,,0
47169,A,72848,COHEN              J                    ,,1
47170,A,72848,COHEN              J                    ,,0
47171,A,72849,NAKAE              K                    ,,1
47172,A,72849,NAKAE              K                    ,,0
47173,A,72852,WHEELER            E                    ,,1
47174,A,72852,WHEELER            E                    ,,0
47175,A,72855,HINDS              P                    ,,0
47176,A,72856,LIM                F                    ,,0
47177,A,72857,OH                 C                    ,,0
47178,A,72858,HUTCHINGS          R                    ,,1
47179,A,72858,HUTCHINGS          R                    ,,0
47180,A,72862,FINK               M                    ,,1
47181,A,72865,CULLIN             M                    ,,0
47182,A,72866,EDELMAN            J                    ,,1
47183,A,72866,EDELMAN            J                    ,,0
47184,A,72867,ROOS               C                    ,,0
47185,A,72869,ENGELBRECHT        S                    ,,0
47186,A,72870,CLASE              P                    ,,0
47187,A,72873,NORDTOMME          O                    ,,0
47188,A,72874,STROMPDAL          I                    ,,0
47189,A,72875,ROBBERSTAD         O                    ,,0
47190,A,72878,MIRZA              Z                    ,,0
47191,A,72879,TALIB              S                    ,,0
47192,A,72880,RIZVI              S                    ,,0
47193,A,72881,JOHNSON            R                    ,,1
47194,A,72881,JOHNSON            R                    ,,0
47195,A,72884,MADSEN             K                    ,,0
47196,A,72887,THORDSEN           S                    ,,0
47197,A,72888,RONNBLAD           M                    ,,0
47198,A,72890,MALLALIEU          D                    ,,1
47199,A,72890,MALLALIEU          D                    ,,0
47200,A,72900,SANTOSA            R                    ,,0
47201,A,72901,HOUGHTON           P                    ,,1
47202,A,72901,HOUGHTON           P                    ,,0
47203,A,72902,SHIMANO            T                    ,,0
47204,A,72904,HALLEY             R                    ,,1
47205,A,72904,HALLEY             R                    ,,0
47206,A,72905,SUKURAI                                 ,,0
47207,A,72906,YENIN              S                    ,,1
47208,A,72907,HALPERN            H                    ,,1
47209,A,72907,HALPERN            H                    ,,0
47210,A,72908,PATEL              P                    ,,1
47211,A,72909,SNAPE              J                    ,,1
47212,A,72909,SNAPE              J                    ,,0
47213,A,72910,YEO                K                    ,,0
47214,A,72911,PRENDERGAST        E                    ,,0
47215,A,72913,SINN               M                    ,,0
47216,A,72914,YEOW               Y                    ,,0
47217,A,72915,GELDENHUYS         H                    ,,0
47218,A,72916,GOELLER            G                    ,,0
47219,A,72917,KAPLAN             I                    ,,0
47220,A,72918,RANWELL            P                    ,,0
47221,A,72919,SCHUTTE            A                    ,,0
47222,A,72920,HILTON/NGUYEN                           ,,0
47223,A,72921,TAN                W                    ,,0
47224,A,72922,NGUYEN/TAN.W.K.                         ,,0
47225,A,72924,BEALE              A                    ,,0
47226,A,72925,KRUITHOF           G                    ,,0
47227,A,72926,LAPINSKI           Z                    ,,0
47228,A,72927,MOROS              G                    ,,0
47229,A,72928,RUIZ               J                    ,,0
47230,A,72929,MONTERO_DE_ESPINOS J                    ,,0
47231,A,72930,PINEIRO            A                    ,,0
47232,A,72931,MARTIN             L                    ,,0
47233,A,72932,GARCIA             G                    ,,0
47234,A,72934,SZCZESNIAK         A                    ,,0
47235,A,72935,SMITH              A                    ,,1
47236,A,72938,KIM                S                    ,,0
47237,A,72939,YUN                S                    ,,0
47238,A,72940,LEE                L                    ,,0
47239,A,72941,BENGSON            M                    ,,0
47240,A,72943,COMACK             P                    ,,1
47241,A,72946,BONONI             M                    ,,1
47242,A,72946,BONONI             M                    ,,0
47243,A,72965,MELO               O                    ,,1
47244,A,72965,MELO               O                    ,,0
47245,A,72970,DY-LIACCO          L                    ,,0
47246,A,72971,GROSS              R                    ,,1
47247,A,72971,GROSS              R                    ,,0
47248,A,72973,COWLEY/COWARD                           ,,0
47249,A,72974,PAN                M                    ,,0
47250,A,72976,PEARSON            G                    ,,0
47251,A,72977,CJ/AVIEL                                ,,0
47252,A,72978,YONG               C                    ,,0
47253,A,72979,LEONG              A                    ,,0
47254,A,72980,ELLEDGE            R                    ,,0
47255,A,72981,SU                 T                    ,,0
47256,A,72982,OSBORNE            C                    ,,0
47257,A,72983,GARDINER           R                    ,,1
47258,A,72983,GARDINER           R                    ,,0
47259,A,72985,WALTER             S                    ,,1
47260,A,72986,PAOLONE            A                    ,,1
47261,A,72987,MUELLER            M                    ,,1
47262,A,72990,STRAND             A                    ,,0
47263,A,72991,WILLOUGHBY         M                    ,,0
47264,A,72992,TEPPER             A                    ,,1
47265,A,72992,TEPPER             A                    ,,0
47266,A,72993,DONAHUE            M                    ,,1
47267,A,72994,HENDERSON          M                    ,,1
47268,A,72995,SINGH              M                    ,,0
47269,A,72997,SAMUELS            D                    ,,0
47270,A,72998,ENRILE             M                    ,,0
47271,A,72999,ROLLER             C                    ,,1
47272,A,73000,MENZIES            T                    ,,1
47273,A,73000,MENZIES            T                    ,,0
47274,A,73001,SINSABAUGH         D                    ,,1
47275,A,73002,OKASERI            H                    ,,0
47276,A,73003,HORVATH            L                    ,,0
47277,A,73004,MONICA             L                    ,,0
47278,A,73005,MANUSARDI          M                    ,,0
47279,A,73006,TOMARU             E                    ,,0
47280,A,73007,RAYCHAUDHURI       M                    ,,1
47281,A,73007,RAYCHAUDHURI       M                    ,,0
47282,A,73008,SAHGAL             S                    ,,1
47283,A,73008,SAHGAL             S                    ,,0
47284,A,73009,PINZON             M                    ,,1
47285,A,73009,PINZON             M                    ,,0
47286,A,73010,HUGHES             K                    ,,1
47287,A,73010,HUGHES             K                    ,,0
47288,A,73011,CORMAN             A                    ,,0
47289,A,73012,KARADAYI           C                    ,,0
